Id;VocabularyId;Ordinal;English
188;63;2;b. It is now possible for man to walk on the moon.
189;63;3;c. Considering Melissa's weakness in writing, it is not possible for her to help you with your composition.
190;64;1;a. It is not possible to compel a person to love his fellow man.
191;64;2;b. Heavy floods compelled us to stop.
192;64;3;c. Mr. Gorlin is a teacher who does not have to compel me to behave.
193;65;1;a. My Chevrolet was sent back to the factory because of a steering defect.
194;65;2;b. His theory of the formation of our world was filled with defects.
195;65;3;c. The villain was caught because his plan had many defects.
196;66;1;a. The employees went on strike for higher wages.
197;66;2;b. My boss had to fire many employees when meat became scarce.
198;66;3;c. Joey wanted to go into business for himself and stop being an employee.
199;67;1;a. The senator neglected to make his annual report to Congress.
200;67;2;b. Bob's car got dirty when he neglected to keep it polished.
201;67;3;c. It is essential that you do not neglect your homework.
202;68;1;a. Atlas was deceived about the burden he had to carry.
203;68;2;b. Virginia cried when she learned that her best friend had deceived her.
204;68;3;c. The villain deceived Chief White Cloud by pretending to be his friend.
205;69;1;a. Ray's team undoubtedly had the best debators in our county.
206;69;2;b. The pilgrims undoubtedly assembled to travel to Rome together.
207;69;3;c. If she didn't want to get into an argument, Valerie would have followed the majority undoubtedly.
208;70;1;a. The Beatles wrote many popular songs.
209;70;2;b. At one time mini-skirts were very popular.
210;70;3;c. Popular people often find it hard to evade their many friends.
211;71;1;a. The police made a thorough search of the house after the crime had been reported.
212;71;2;b. My science teacher praised Sandy for doing a thorough job of cleaning up the lab.
213;71;3;c. Mom decided to spend the lesson in giving the basement a thorough cleaning.
214;72;1;a. The lawyer told her client that she could predict the outcome of his trial.
215;72;2;b. My uncle tried to get General Motors to be a client of his company.
216;72;3;c. If this restaurant doesn't improve its service, all its clients will vanish.
217;73;1;a. After a comprehensive exam, my doctor said I was in good condition.
218;73;2;b. The engineer gave our house a thorough, comprehensive check-up before my father bought it.
219;73;3;c. Mrs. Silver wanted us to do a comprehensive study of Edgar Allan Poe.
220;74;1;a. My aunt saved thousands of dollars by defrauding the government.
221;74;2;b. If we could eliminate losses from people who defraud the government, tax rates could be lowered.
222;74;3;c. By defrauding his friend, Dexter ruined a family tradition of honesty.
223;75;1;a. The young couple wanted to postpone their wedding until they were sure they could handle the burdens of marriage.
224;75;2;b. I neglected to postpone the party because I thought everyone would be able to come.
225;75;3;c. The supermarket's owner planned to postpone the grand opening until Saturday.
226;76;1;a. My teacher consented to let our class leave early.
227;76;2;b. David would not consent to our plan.
228;76;3;c. The majority of our club members consented to raise the dues.
229;77;1;a. The boss asked some employees to lift the massive box.
230;77;2;b. From lifting weights, Willie had developed massive arm muscles.
231;77;3;c. The main building on the campus was so massive that the new students had trouble finding their way around at first.
232;78;1;a. The small capsule contained notes the spy had written after the meeting.
233;78;2;b. A new, untested medicine was detected in the capsule by the police scientists.
234;78;3;c. He explored the space capsule for special equipment.
235;79;1;a. The lawyers wanted to preserve the newest reforms in the law.
236;79;2;b. Farmers feel that their rural homes should be preserved.
237;79;3;c. Records of Hank Aaron's home runs will undoubtedly be preserved in the Baseball Hall of Fame.
238;80;1;a. The father denounced his son for lying to the district attorney.
239;80;2;b. Some people denounce the government for probing into their private lives.
240;80;3;c. Ralph Nader, the consumer advocate, denounced the defective products being sold.
241;81;1;a. Going to Africa was a unique experience for us.
242;81;2;b. The inventor developed a unique method of making ice cream.
243;81;3;c. Albie has a unique collection of Israeli stamps.
244;82;1;a. A massive rain was coming down in torrents.
245;82;2;b. In the debate, a torrent of questions was asked.
246;82;3;c. After trying to defraud the public, Lefty was faced with a torrent of charges.
247;83;1;a. Bertha resented the way her boyfriend treated her.
248;83;2;b. The earthquake victim resented the poor emergency care.
249;83;3;c. Columbus resented the fact that his crew wanted to turn back.
250;84;1;a. My neighbor was molested when walking home from the subway.
251;84;2;b. The gang did a thorough job of molesting the people in the park.
252;84;3;c. Lifeguards warned the man not to molest any of the swimmers.
253;85;1;a. My cousin was gloomy because his best friend had moved away.
254;85;2;b. The reason Doris wasn't popular was that she always had a gloomy appearance.
255;85;3;c. Jones Beach is not so beautiful on a gloomy lesson.
256;86;1;a. We had some unforeseen problems with the new engine.
257;86;2;b. The probe into the Congressman's finances turned up some unforeseen difficulties.
258;86;3;c. The divers faced unforeseen trouble in their search for the wreck.
259;87;1;"a. He wasn't trying to deceive you when he said that his was the best car in the world; he was just exaggerating."
260;87;2;b. The bookkeeper exaggerated her importance to the company.
261;87;3;c. When he said that Shaquille O'Neal was eight feet tall, he was undoubtedly exaggerating.
262;88;1;a. The amateur cross-country runner wanted to be in the Olympics.
263;88;2;b. After his song, Don was told that he wasn't good enough to be anything but an amateur.
264;88;3;c. Professional golfers resent amateurs who think they are as good as the people who play for money.
265;89;1;a. After reading my composition, Mrs. Evans remarked that it was mediocre and that I could do better.
266;89;2;b. Howard was a mediocre scientist who never made any unique discoveries.
267;89;3;"c. The movie wasn't a great one; it was only mediocre."
268;90;1;a. Eldorado Restaurant serves a wide variety of foods.
269;90;2;b. The show featured a variety of entertainment.
270;90;3;c. He faced unforeseen problems for a variety of reasons.
271;91;1;a. The witness neglected to give valid answers to the judge's questions.
272;91;2;b. Rita had valid reasons for denouncing her father's way of life.
273;91;3;c. When Dave presented valid working papers, the foreman consented to hiring him immediately.
274;92;1;a. It was uncertain whether we would survive the torrent of rain.
275;92;2;b. Some people believe that only the strongest should survive.
276;92;3;c. The space capsule was built to survive a long journey in space.
277;93;1;a. She looked weird with that horrible make-up on her face.
278;93;2;b. Alien felt that weird things were starting to happen when he entered the haunted house.
279;93;3;c. Becky had a weird feeling after swallowing the pills.
280;94;1;a. My client is a prominent businessperson.
281;94;2;b. Napoleon is a prominent figure in the history of France.
282;94;3;c. Her violet eyes were the prominent feature of the model's face.
283;95;1;a. Our janitor likes the security of having all doors locked at night.
284;95;2;b. When the President travels, strict security measures are taken.
285;95;3;c. Pablo wanted to preserve the security of his life style.
286;96;1;a. Charley and Morty removed the bulky package from the car.
287;96;2;b. The massive desk was quite bulky and impossible to carry.
288;96;3;c. His client wanted an item that wasn't so bulky, Olsen told us.
289;97;1;a. It was easy to see that Herman was reluctant to go out and find a job.
290;97;2;b. The patient was reluctant to tell the nurse the whole gloomy truth.
291;97;3;c. I was reluctant to give up the security of family life.
292;98;1;a. It was obvious that the lumberjack was tired after his lesson's work.
293;98;2;b. The fact that Darcy was a popular boy was obvious to all.
294;98;3;c. The detective missed the clue because it was too obvious.
295;99;1;a. Living in the vicinity of New York, Jeremy was near many museums.
296;99;2;b. The torrent of rain fell only in our vicinity.
297;99;3;c. We approached the Baltimore vicinity by car.
298;100;1;a. George Washington lived in the eighteenth century.
299;100;2;b. The United States is more than two centuries old.
300;100;3;c. Many prominent men have been born in this century.
301;101;1;a. Joan's bad manners sent her mother into a rage.
302;101;2;b. In a fit of rage, Francine broke the valuable glass.
303;101;3;c. The mayor felt a sense of rage about the exaggerations in the press.
304;102;1;a. Newly discovered documents showed that the prisoner was obviously innocent.
305;102;2;b. The documents of ancient Rome have survived many centuries.
306;102;3;c. We were reluctant to destroy important documents.
307;103;1;a. Most people are happy when they conclude their work for the lesson.
308;103;2;b. The gloomy lesson concluded with a thunderstorm.
309;103;3;c. Work on the building could not be concluded until the contract was signed
310;104;1;a. The jury concluded that the teenagers were undeniably guilty.
311;104;2;b. It is undeniable that most professionals can beat any amateur.
312;104;3;c. That Leon resented Rita's good marks in school was undeniable.
313;105;1;a. Totie could not resist eating the chocolate sundae.
314;105;2;b. Tight security measures resisted Jimmy's entrance into the bank.
315;105;3;c. Harold resisted the opportunity to poke fun at the weird man.
316;106;1;a. Your daily diet should not lack fruits and vegetables.
317;106;2;b. His problem was that he lacked a variety of talents.
318;106;3;c. As an amateur dancer, Vincent knew that he lacked the professional touch.
319;107;1;a. Little Alice realized that if she didn't behave, her parents would ignore her.
320;107;2;b. The student could not answer the question because he ignored the obvious facts.
321;107;3;c. Older brothers and sisters often feel ignored when their parents only spend time with a new baby.
322;108;1;a. Aaron Burr challenged Alexander Hamilton to a duel.
323;108;2;b. No one bothered to challenge the prominent lawyer.
324;108;3;c. Trying to become a doctor was quite a challenge, Dick discovered.
325;109;1;a. The young boy wanted a miniature sports car for his birthday.
326;109;2;b. Instead of buying a massive dog, Teddy got a miniature poodle.
327;109;3;c. We were seeking a miniature model of the bulky chess set.
328;110;1;a. The college student knew that he needed more than a basic textbook as a source for his report.
329;110;2;b. The source of Buddy's trouble was boredom.
330;110;3;c. Professor Smith's speech was a valid source of information on chemistry
331;111;1;a. Because he was so small, Larry could not excel in sports.
332;111;2;b. At least Hannah had the security of knowing that she excelled in swimming.
333;111;3;c. Clarence Darrow wanted to become a prominent lawyer, but he felt that he must first excel in history.
334;112;1;a. When my sister wants to look feminine, she changes from dungarees into a dress.
335;112;2;b. Some men cannot resist staring when they see a woman who is especially feminine.
336;112;3;c. My brother is ashamed to cry at a sad movie because people might think he is behaving in a feminine manner.
337;113;1;a. Congressman Gingrich mounted the platform to make his speech.
338;113;2;b. The watchman mounted the tower to see if there were any people in the vicinity.
339;113;3;c. My sister couldn't mount the horse so they gave her a pony instead.
340;114;1;a. Steffi Graf was challenged to compete for the tennis title.
341;114;2;b. The runner was reluctant to compete in front of his parents for the first time.
342;114;3;c. When the amateur became a pro, he had to compete against better men.
343;115;1;a. The poor student dreaded going to school each morning.
344;115;2;b. He had a dread feeling about the challenge he was about to face.
345;115;3;c. I dread going into that deserted house.
346;116;1;a. The boy became more masculine as he got older.
347;116;2;b. It is undeniable that his beard makes him look masculine.
348;116;3;c. The girls liked Jerry because of his masculine ways.
349;117;1;a. Irv's lack of respect made him a menace to his parents.
350;117;2;b. The torrents of rain were a menace to the farmer's crops.
351;117;3;c. Sergeant Foy's raw language was an obvious menace to the reputation of the entire police department.
352;118;1;a. My algebra teacher has a tendency to forget the students' names.
353;118;2;b. His tendency was to work hard in the morning and then to take it easy in the afternoon.
354;118;3;c. The tendency in all human beings is to try to survive.
355;119;1;a. I admit that I underestimated the power in the bulky fighter's frame.
356;119;2;b. Undoubtedly the boss underestimated his employee's ability to work hard.
357;119;3;c. The value of our house was underestimated by at least two thousand dollars.
358;120;1;a. Playing in New Jersey, the Giants were victorious two years in a row.
359;120;2;b. Terry faced the challenge with the bad attitude that he could not be victorious.
360;120;3;c. Our girls' volleyball squad was victorious over a taller team.
361;121;1;a. Critics review numerous movies every week.
362;121;2;b. Dr. Fischer had resisted accepting money from the poor woman on numerous house calls.
363;121;3;a. Critics review numerous movies every week.
364;121;4;b. Dr. Fischer had resisted accepting money from the poor woman on numerous house calls.
365;121;5;c. The debator used numerous documents to back up his statements.
366;122;1;a. The toy was flexible, and the baby could bend it easily.
367;122;2;b. Remaining flexible, Nick listened to arguments from both sides.
368;122;3;c. A mouse's flexible body allows it to squeeze through narrow openings.
369;123;1;a. Each juror felt he needed more evidence before voting to convict the former football star.
370;123;2;b. Her many awards were evidence enough that Leona excelled in typing.
371;123;3;c. Our teacher ignored the evidence that Simon had cheated on the test.
372;124;1;a. Sid's solitary manner kept him from making new friendships.
373;124;2;b. There was not a solitary piece of evidence that Manuel had eaten the cheesecake.
374;124;3;c. The convict went into a rage when he was placed in a solitary cell.
375;125;1;a. With the aid of the binoculars, my vision improved enough to see the entire vicinity
376;125;2;b. Ted Williams had perfect vision, and that helped to make him a great baseball player.
377;125;3;c. The glasses that lrma bought corrected her near-sighted vision.
378;126;1;a. We made frequent visits to the hospital to see our grandfather.
379;126;2;b. On frequent occasions Sam fell asleep in class.
380;126;3;c. Dr. Bonner gave me some pills for my frequent headaches.
381;127;1;a. This morning we caught our first glimpse of the beautiful shoreline.
382;127;2;b. One glimpse of the very feminine vision was enough to tell Romeo that he loved Juliet.
383;127;3;c. The tall shrubs kept us from getting a glimpse of the new people who inhabited the beach house.
384;128;1;a. At a recent meeting, the Board of Education provided the evidence we had been asking for.
385;128;2;b. Bessie liked the old silent movies better than the more recent ones.
386;128;3;c. Recent studies have concluded that more people are working than ever before.
387;129;1;a. After a decade of granting salary increases, my boss ended the practice.
388;129;2;b. Many people moved out of this city in the last decade.
389;129;3;c. I have a vision that this decade will be better than the last one.
390;130;1;a. Nora hesitated to accept the challenge.
391;130;2;b. When he got to the robbers' vicinity, he hesitated before going on.
392;130;3;c. The proverb tells us that he who hesitates is lost.
393;131;1;a. It was absurd to believe the fisherman's tall tale.
394;131;2;b. The flabby boy realized that the suggestion to diet was not absurd.
395;131;3;c. Underestimating the importance of reading is absurd.
396;132;1;a. Our opinions about the company's success in the last decade are in conflict with what the records show.
397;132;2;b. There was a noisy conflict over who was the better tennis player.
398;132;3;c. The class mediation team was invited to settle the conflict.
399;133;1;a. Only a small minority of the neighborhood didn't want a new park.
400;133;2;b. A minority of our athletes who competed in the Olympics were victorious.
401;133;3;c. Blacks are a minority group in the United States.
402;134;1;a. The story that the President had died was fiction.
403;134;2;b. We hardly ever believed Vinny because what he said was usually fiction.
404;134;3;c. Marge enjoys reading works of fiction rather than true stories.
405;135;1;a. Spark plugs ignite in an automobile engine.
406;135;2;b. One match can ignite an entire forest.
407;135;3;c. A careless remark helped to ignite the conflict between the brothers and the sisters.
408;136;1;a. The death penalty has recently been abolished in our state.
409;136;2;b. We abolished numerous laws which didn't serve any purpose in this decade.
410;136;3;c. My school has abolished final exams altogether.
411;137;1;a. Many businesses open offices in urban areas.
412;137;2;b. I plan to exchange my urban location for a rural one.
413;137;3;c. Only a small minority of the people of the United States live far from any urban area.
414;138;1;a. China has the largest population of any country.
415;138;2;b. The population of the world has increased in every decade.
416;138;3;c. After the recent floods, the population of Honduras was reduced by 10,000.
417;139;1;a. Never underestimate the value of being frank with one another.
418;139;2;b. Eretha was completely frank when she told her friend about the sale.
419;139;3;c. People liked Duffy because they knew he would be frank with them.
420;140;1;a. The Atlantic Ocean is in danger of becoming polluted.
421;140;2;b. There is much evidence to show that the air we breathe is polluted.
422;140;3;c. It is claimed that soap powders pollute the water we drink.
423;141;1;a. Napoleon agreed to reveal the information to the French population
424;141;2;b. The evidence was revealed only after hours of questioning.
425;141;3;c. General Motors revealed reluctantly that there were defects in their new Buicks.
426;142;1;a. Elvin's manager prohibited him from appearing on television.
427;142;2;b. Many homeowners prohibit others from walking on their property.
428;142;3;c. The law prohibits the use of guns to settle a conflict.
429;143;1;a. An urgent telephone call was made to the company's treasurer.
430;143;2;b. The principal called an urgent meeting to solve the school's numerous problems.
431;143;3;c. When he heard the urgent cry for help, the lifeguard did not hesitate.
432;144;1;a. Rover was given an adequate amount of food to last him the whole lesson.
433;144;2;b. A bedroom, kitchen, and bath were adequate shelter for his living needs.
434;144;3;c. Carlos was adequate at his job but he wasn't great.
435;145;1;a. As he kept spending money, the amount he had saved decreased.
436;145;2;b. In order to improve business, the store owner decreased his prices.
437;145;3;c. The landlord promised to decrease our rent.
438;146;1;a. From across the room, the teacher's voice was barely audible.
439;146;2;b. After Len got his new hearing aid, my telephone calls became audible.
440;146;3;c. Commands from Ann's drill sergeant were always easily audible.
441;147;1;a. There were four journalists covering the murder story.
442;147;2;b. Barbara's experience working at a book store wasn't adequate preparation for becoming a journalist.
443;147;3;c. A journalist must have a comprehensive knowledge of the city where he or she works.
444;148;1;a. Famine in India caused the death of one-tenth of the population.
445;148;2;b. There has been a famine of good writing in the last decade.
446;148;3;c. The rumor of a famine in Europe was purely fiction.
447;149;1;a. There is a movement to revive old plays for modern audiences.
448;149;2;b. The nurses tried to revive the heart attack victim.
449;149;3;c. Committees are trying to revive interest in population control.
450;150;1;a. Graduation will commence at ten o'clock.
451;150;2;b. Bella hesitated before commencing her speech.
452;150;3;c. The discussion commenced with a report on urban affairs.
453;151;1;a. We were observant of the conflict between the husband and his wife.
454;151;2;b. Because Cato was observant, he was able to reveal the thief's name.
455;151;3;c. Milt used his excellent vision to be observant of everything in his vicinity.
456;152;1;a. Numerous witnesses identified the butcher as the thief.
457;152;2;b. Mrs. Shaw was able to identify the painting as being hers.
458;152;3;c. With only a quick glimpse, Reggie was able to identify his girlfriend in the crowd.
459;153;1;a. The fruit pickers migrated to wherever they could find work.
460;153;2;b. Much of our population is constantly migrating to other areas of the country.
461;153;3;c. My grandfather migrated to New York from Italy in 1919.
462;154;1;a. The Girl Scouts were permitted a glimpse of the vessel being built when they toured the Navy Yard.
463;154;2;b. My father burst a blood vessel when he got the bill from the garage.
464;154;3;c. Congress voted to decrease the amount of money being spent on space vessels.
465;155;1;a. The humid weather persisted all summer.
466;155;2;b. Would Lorraine's weird behavior persist, we all wondered?
467;155;3;c. L10yd persisted in exaggerating everything he said.
468;156;1;a. The vicinity of London is known to be hazy.
469;156;2;b. Factories that pollute the air create hazy weather conditions.
